epoch;acc;loss
0;0.44066253120928145;1.6883791323150021
0;0.43949649708713373;1.693218214471107
1;0.44716764598097947;1.6712728190208386
2;0.44857769658619623;1.667244391478321
3;0.4493904538082772;1.6650522063527537
4;0.44988537665158423;1.6636501148296676
5;0.4502572593235556;1.6626650318546001
6;0.45048878402482045;1.6619260430010188
0;0.44176590469177046;1.6844756873172382
1;0.44875071940249;1.6646895883823316
2;0.45022609969888133;1.6607798688449447
3;0.45104846240287133;1.6587217532504137
4;0.4515487388669516;1.6574066767952913
5;0.4518832237822173;1.6564780260719014
6;0.4521623879494931;1.6557715200903547
