epoch;acc;loss
0;0.4596063105564339;1.648419624645454
1;0.4774136015610103;1.6038174159360281
2;0.48607389784310845;1.584289795026559
3;0.49338399544846023;1.568724619242071
4;0.5023982824467282;1.5500817353633145
5;0.5137446376892916;1.5267296572487148
6;0.5287740822931895;1.495109526861618
7;0.5431047785208638;1.4646853896308172
8;0.5492357605480916;1.45200674840183
9;0.5473905769570727;1.4569391306596968
