epoch;1_acc;1_loss;2_acc;2_loss;3_acc;3_loss;loss
0;0.6157654852161857;1.6500432502819564;0.4558790421854144;1.649925836204899;0.6157654852161857;0.014049314890822364;1.885282408340232
1;0.6344983319048735;1.6174087095327299;0.46913665556175715;1.6167943914824794;0.6344983319048735;0.011532836181568563;1.8367523294239847
2;0.6414845742477993;1.6058800470417578;0.474105017369939;1.604932427080499;0.6414845742477993;0.010636279830330367;1.8195546891111476
3;0.6447797045571013;1.600411020022797;0.47641321932800484;1.5992617521193269;0.6447797045571013;0.010205783775109539;1.8113661146676148
4;0.6474591374420009;1.5964684479759266;0.47814167846842626;1.5951387992895074;0.6474591374420009;0.009899527692052915;1.8054799664682013
5;0.6489160981793841;1.5941515843033116;0.4791599681749746;1.592697811347958;0.6489160981793841;0.009717996459670242;1.8020113477118629
0;0.6213278196108498;1.6460341750450282;0.45763937476661315;1.6455331308126586;0.6213278196108498;0.013575797085021313;1.878466473379343
1;0.6399272602769656;1.614082989906057;0.4706941867809699;1.6128899475907306;0.6399272602769656;0.011111147373590091;1.830927721412079
2;0.6460817982355955;1.6039394689804947;0.47501784850612566;1.6023882769897313;0.6460817982355955;0.010322405267620493;1.81579032310927
3;0.649470640185041;1.598523788489882;0.477359599821037;1.596700041450033;0.649470640185041;0.009899973682946744;1.8076936611684895
4;0.6515562246253893;1.5951792041048989;0.47876046392336175;1.5931830657859756;0.6515562246253893;0.009639503697157976;1.8026950290204156
5;0.6529923760715931;1.5929501750764257;0.47975792882098933;1.590807577848116;0.6529923760715931;0.00946603469956809;1.7993611062860364
6;0.6540638916310462;1.5913138522374715;0.48044486819602905;1.5890494332192002;0.6540638916310462;0.009338977265894543;1.7969136819558824
7;0.6549071722504052;1.5900715977921471;0.4809781664137482;1.5876975025185367;0.6549071722504052;0.009242744893467233;1.7950550724423062
8;0.6555556896978088;1.589094260787885;0.4814245807975275;1.5866417264571626;0.6555556896978088;0.009166817999115952;1.7935925236472958
9;0.6560993848022468;1.5883038535194176;0.4817697574365982;1.585781560663667;0.6560993848022468;0.009105592047247384;1.7924099704802987
