epoch;acc;loss
0;0.44211717181995985;1.7358885808596303
1;0.4610296702359558;1.7221229866475412
2;0.4695443420335156;1.7028224191008812
3;0.4761257388818915;1.6888477993097413
4;0.48341664754661773;1.6738397780083474
5;0.4916883387221471;1.6571314455084536
6;0.5028921674039486;1.6341268647124298
7;0.5159440808168468;1.6069826770934268
8;0.5212475543937393;1.5961005299675521
9;0.523203959402136;1.5920676118258987
