epoch;1_acc;1_loss;2_acc;2_loss;3_acc;3_loss;loss
0;0.7412684876473283;1.8030860857245983;0.6099820115539496;1.8065316817254997;0.7412684876473283;0.0037444377040752653;1.8398735906501225
1;0.7695035299290366;1.7082980137897903;0.6287743496623351;1.7107729262266405;0.7695035299290366;0.0029090278928158657;1.7399508817278706
2;0.7771653295432436;1.685837348968711;0.6336231820753461;1.6877865554821172;0.7771653295432436;0.0026961038570534543;1.7161957333414484
0;0.7464310608635158;1.7809310160388698;0.6132701099714816;1.7840812672431614;0.7464310608635158;0.003618618244146714;1.8168649192528066
1;0.7722417969390002;1.6954451370485353;0.6304033038324578;1.6970833061177364;0.7722417969390002;0.002853498686039171;1.726683463070896
2;0.7791427646054774;1.6756564498074646;0.6347711650141824;1.67664758662456;0.7791427646054774;0.002662103751540513;1.7057334441019334
3;0.7828762041630827;1.6653150593198331;0.6370480108429077;1.6658962149384509;0.7828762041630827;0.002560332203373361;1.6947756818361948
4;0.7851754900492546;1.6591328405392514;0.6384474044253553;1.659444955203011;0.7851754900492546;0.002498399861427365;1.688219288721262
5;0.7867559540952425;1.6549168464772637;0.6394342669517235;1.6550241970450499;0.7867559540952425;0.0024556277764278597;1.683745226676843
6;0.7879335471098806;1.6518496602024153;0.640151648788221;1.6518073063317824;0.7879335471098806;0.002424257744057016;1.6804890215294341
7;0.788845089443429;1.6494505438116538;0.6407137302271494;1.6492900303001534;0.788845089443429;0.002399754927752574;1.677942218220067
