epoch;acc;loss
0;0.6934391102041221;1.1182354033076325
1;0.7090648702060677;1.0592215345984617
2;0.7123352485782364;1.046593399078296
3;0.7140094578642121;1.0401216832846294
4;0.7150158104404747;1.0362529085941892
5;0.7157190072406585;1.0336964133447273
6;0.7162347535609691;1.0318469649437576
7;0.7166043895072371;1.030450900619711
8;0.7168981852593542;1.0293302411510912
0;0.721273271459575;1.0008403353971083
1;0.7359921141398122;0.944021238709752
2;0.7396332684611673;0.9300840819838778
3;0.7415347083288534;0.9228857030256322
4;0.7427473164331301;0.918393400466988
5;0.7436054186298717;0.9152846478497678
6;0.7442384552504454;0.9129893167411762
7;0.7447219114880934;0.9112083366246162
8;0.7451058924710847;0.9097880001150196
9;0.7454275832946132;0.9086282010997915
0;0.7251976465059751;0.9839259249874529
1;0.7419038592738797;0.9200954775415905
2;0.7463451756436497;0.9034079452243398
3;0.74865497655674;0.8946769227923559
4;0.7501132352898824;0.8892305089673344
5;0.7511228328744521;0.8854280395949513
6;0.7518865248295036;0.8826289581592833
7;0.7524684263191713;0.8804686018932976
8;0.7529632075858114;0.8787473315926806
9;0.7533650436145116;0.8773352358793269
