epoch;1_acc;1_loss;2_acc;2_loss;3_acc;3_loss;loss
0;0.5527155975039068;1.8373348794402693;0.41379191827184403;1.839929610122269;0.5527155975039068;0.030812270600687374;2.175389193600814
1;0.5633313852510531;1.822196076706483;0.42121685871466913;1.8247254363770296;0.5633313852510531;0.029333248235845166;2.1513348588931818
2;0.5673698075910449;1.816076063286887;0.42425735334709197;1.8185466675674775;0.5673698075910449;0.02873345528986041;2.141598010163606
3;0.5697400849512502;1.8115792215996291;0.4260404856086085;1.8140999328378977;0.5697400849512502;0.028293535237612244;2.134456892152214
4;0.5710869555985868;1.809010662240719;0.4270933524213548;1.8115355196263514;0.5710869555985868;0.028040477295522215;2.130366601767723
5;0.5720537644168705;1.8072164361122784;0.42784876511754316;1.80968506082858;0.5720537644168705;0.02786288065991497;2.127499344686173
6;0.5727328728003126;1.8058136393962663;0.4284343841299769;1.8082537120702977;0.5727328728003126;0.027724695370058873;2.1252624864470686
7;0.5732697897557413;1.804730461544115;0.42877947867831906;1.8071660171920376;0.5732697897557413;0.027618621436382686;2.123540169940984
8;0.5737959577558092;1.803849437749002;0.42913134108744394;1.806269505195991;0.5737959577558092;0.027531798985672963;2.122135382953068
9;0.574070454226967;1.803155478761805;0.4294328426501563;1.8055615939269782;0.574070454226967;0.02746457331523427;2.1210345038416465
