epoch;1_acc;1_loss;2_acc;2_loss;3_acc;3_loss;loss
0;0.601719700402433;1.7394893322211085;0.42642189164004257;1.7344417450536798;0.601719700402433;0.015831934434724228;3.4897630112249494
1;0.6114700453633162;1.7266891151117323;0.4315928148776061;1.7211788179291996;0.6114700453633162;0.01486532378700227;3.462733256706512
2;0.6134288203777801;1.7246420583990991;0.4325586173500604;1.7189781549468697;0.6134288203777801;0.014712065885106226;3.458332279238838
3;0.6143841528234312;1.7235976905326464;0.4330882587059423;1.7178453340365942;0.6143841528234312;0.014632830817304735;3.456075855024892
4;0.614859764040996;1.7230260043474501;0.4333601094018801;1.7172315468964514;0.614859764040996;0.014589244955965256;3.454846796072837
5;0.6153419252753287;1.7224536313367649;0.43366215017510445;1.7166146216501306;0.6153419252753287;0.014545513335757303;3.453613766622336
6;0.6156418760432026;1.7220729004841644;0.4338640306919186;1.7162096105034388;0.6156418760432026;0.014515887844075896;3.4527983989441746
