epoch;1_acc;1_loss;2_acc;2_loss;3_acc;3_loss;loss
0;0.6095153003591689;1.736699380694067;0.4259513604354827;1.734604356976314;0.6095153003591689;0.016036993815209843;1.9884592640128447
1;0.6200655473678013;1.723320811347273;0.43135745427508293;1.7208054498688852;0.6200655473678013;0.015029193622726854;1.9682834988936477
2;0.6221440526887749;1.7211232412000093;0.4324240070054579;1.718395159628718;0.6221440526887749;0.014861435174714355;1.9648146592761138
3;0.6231807553427336;1.719943668456182;0.4329991684778713;1.7170996815442277;0.6231807553427336;0.014769915753603653;1.9629436270643963
4;0.6238747071192502;1.7191694399800164;0.43339114948134266;1.7162467187161117;0.6238747071192502;0.014709303678900151;1.9617101805986679
5;0.6243792284108247;1.718605206814388;0.4336737702048517;1.7156279902864637;0.6243792284108247;0.014664742441547626;1.9608122232657172
6;0.6247716794154993;1.718175953340011;0.4339047207960852;1.7151561509852935;0.6247716794154993;0.014630720025329605;1.9601273466589175
0;0.6080024064861606;1.7372078714025414;0.42569541978027464;1.7351751817774692;0.6080024064861606;0.01606544507935596;1.9892231941520997
0;0.6163961979742668;1.7286659192104368;0.42466410714011427;1.7419198225056636;0.6163961979742668;0.015313726744587152;1.8923305439950988
0;0.5754876932484947;1.7782501861290703;0.408901516787883;1.788892245794618;0.5754876932484947;0.01865409852456516;1.960965291470072
0;0.5588475606497553;1.7994292768368003;0.40119037704736527;1.8118569590691473;0.5588475606497553;0.020282909941751283;1.9914366744108942
1;0.5753620329268043;1.7776670544677962;0.40970117883501783;1.7872327287776997;0.5753620329268043;0.018596662636276386;1.9600120041907894
2;0.5765908360725404;1.7755488491281983;0.4103680805422862;1.7851679441266166;0.5765908360725404;0.018448975146704256;1.9570521224435702
3;0.5774077581638609;1.7741563072258888;0.4108069116656939;1.783774533240149;0.5774077581638609;0.018352276206737825;1.9551064147062107
