epoch;acc;loss
0;0.4113920152858047;1.846541176978312
1;0.4157517455154747;1.8364723595550978
2;0.4171691940650081;1.8331923736430324
3;0.4179312965236792;1.8314768187588346
4;0.41821599679056815;1.8309504994500427
5;0.41875905225394144;1.8295935575404132
6;0.4190222337237323;1.8290053224452587
7;0.41918688542794125;1.8285654649376726
0;0.40593914412384874;1.8601911337045964
0;0.4061145851415239;1.8577360767968292
0;0.4120332315641146;1.8451268412039659
1;0.4166522144377846;1.8346835569420314
2;0.41791919095385666;1.8317323741766383
3;0.41859532791216536;1.8302452867527295
4;0.41903024094989993;1.8292832272908777
5;0.4193448262190608;1.8285556677243897
6;0.4195911655904742;1.827985082001908
7;0.41981279524028936;1.8275328897082628
